Student_ID,Name,Age,Gender,City,Department,Semester,Hostel,Attendance_%,Study_Hours_Daily,Assignment_%,Midterm_Marks,Final_Exam_Marks,Project_Marks,Coding_Score,Communication_Score,Sleep_Hours,Screen_Time_Hours,Annual_Fees,Grade,Attendance_Status
STU1055,Rohan,20,Male,Mumbai,ECE,8,No,78.9,6.6,79.1,87,80,78,70,99.0,6.9,9.2,168723,A,Regular
STU1056,Simran,19,Female,Bangalore,IT,2,Yes,99.9,1.7,74.5,91,56,94,52,97.0,6.2,5.7,134435,B+,Regular
STU1057,Arjun,21,Male,Delhi,IT,7,Yes,72.9,5.9,74.8,63,37,44,48,76.0,5.6,4.8,147834,C,Irregular
STU1058,Aryan,23,Male,Ahmedabad,Civil,8,No,98.2,1.7,59.1,72,35,47,42,76.0,7.8,6.7,109915,C,Regular
STU1059,Simran,20,Male,Kolkata,CSE,6,Yes,80.4,4.2,51.2,39,66,47,50,38.0,8.9,8.7,89256,D,Regular
STU1060,Nisha,18,Male,Haridwar,ECE,4,Yes,69.9,1.0,63.3,88,84,90,59,44.0,6.3,6.3,178618,B+,Irregular
STU1061,Mohit,21,Male,Mumbai,AI & DS,8,Yes,96.5,4.5,68.0,41,63,66,36,72.0,8.6,4.9,164270,C,Regular
STU1062,Neha,21,Male,Jaipur,Mechanical,6,No,67.5,1.6,99.8,60,57,89,68,100.0,6.8,6.8,111949,B+,Irregular
STU1063,Neha,22,Male,Kolkata,IT,2,Yes,88.7,6.4,69.9,90,91,71,49,58.0,6.9,5.5,96737,B+,Regular
STU1064,Harsh,20,Female,Ahmedabad,ECE,3,No,77.4,4.7,,85,92,43,20,37.0,8.9,8.7,155382,C,Regular
STU1065,Harsh,23,Male,Bangalore,IT,3,Yes,84.7,4.9,84.6,99,86,94,86,88.0,8.1,9.9,145039,A+,Regular
STU1066,Nisha,23,Male,Chennai,ECE,7,No,93.5,1.6,56.4,50,97,91,56,83.0,4.6,3.5,83859,B+,Regular
STU1067,Diya,19,Male,Delhi,IT,7,Yes,83.9,2.9,79.3,36,30,86,88,49.0,6.3,6.4,132516,C,Regular
STU1068,Ananya,19,Male,Haridwar,CSE,6,No,68.3,6.8,99.1,58,59,95,78,43.0,6.9,3.4,144532,B,Irregular
STU1069,Vivaan,18,Male,Haridwar,AI & DS,2,No,55.8,2.4,45.6,52,71,75,60,67.0,5.1,9.2,152565,B,Irregular
STU1070,Neha,19,Male,Ahmedabad,AI & DS,8,No,87.9,2.2,85.6,46,82,46,29,74.0,4.9,6.8,148617,C,Regular
STU1071,Rahul,20,Female,Delhi,AI & DS,6,Yes,58.1,4.4,59.8,45,69,50,55,88.0,6.9,3.3,101987,B,Irregular
STU1072,Neha,18,Male,Kolkata,ECE,1,Yes,57.3,1.5,49.3,96,55,41,92,69.0,4.5,9.7,90581,B+,Irregular
STU1073,Neha,19,Male,Chennai,CSE,7,No,81.6,4.8,93.0,53,73,98,68,90.0,7.8,8.5,71750,B+,Regular
STU1074,Ananya,22,Female,Ahmedabad,CSE,7,No,87.6,5.0,95.4,59,41,54,78,55.0,4.7,7.6,139768,C,Regular
STU1075,Aadhya,18,Female,Kolkata,IT,4,No,63.7,4.4,93.7,93,68,74,37,88.0,6.9,5.5,93510,B+,Irregular
STU1076,Sneha,18,Female,Ahmedabad,Mechanical,6,No,57.9,1.2,92.9,49,33,68,44,42.0,4.6,9.0,97788,D,Irregular
STU1077,Neha,22,Female,Bangalore,Mechanical,1,No,72.3,7.1,99.1,73,75,91,48,91.0,8.0,5.3,73430,B+,Irregular
STU1078,Yash,23,Female,Pune,ECE,6,Yes,78.5,1.3,46.0,99,78,42,64,43.0,8.9,5.4,150688,B,Regular
STU1079,Krishna,20,Female,Hyderabad,AI & DS,8,Yes,72.6,7.3,99.4,46,88,97,56,90.0,7.8,2.5,126979,B+,Irregular
STU1080,Yash,23,Male,Bangalore,AI & DS,7,Yes,92.7,7.2,96.0,88,86,65,60,32.0,9.0,3.4,77657,B,Regular
STU1081,Aditya,23,Male,Kolkata,Civil,7,Yes,78.2,5.2,76.9,96,46,63,22,61.0,4.9,9.0,93874,C,Regular
STU1082,Ananya,18,Male,Delhi,Mechanical,7,No,67.3,2.8,84.8,63,38,42,44,71.0,6.7,2.6,79903,C,Irregular
STU1083,Aditya,19,Female,Jaipur,AI & DS,8,Yes,85.7,7.1,58.5,74,74,71,81,87.0,5.2,3.3,175228,B+,Regular
STU1084,Rohan,21,Male,Bangalore,IT,5,No,92.7,4.3,93.3,87,71,75,82,56.0,4.5,8.6,147236,B+,Regular
STU1085,Rahul,19,Female,Jaipur,CSE,1,No,88.5,2.8,79.9,65,31,53,96,41.0,6.9,8.2,140981,C,Regular
STU1086,Harsh,23,Female,Pune,Mechanical,2,No,67.8,3.1,83.9,97,57,99,98,66.0,4.8,6.7,90953,A,Irregular
STU1087,Mohit,20,Female,Chennai,Civil,3,Yes,58.4,3.3,71.9,84,43,86,48,65.0,8.0,7.5,114569,B,Irregular
STU1088,Meera,22,Male,Pune,ECE,7,No,62.2,2.6,52.2,63,33,56,32,68.0,8.4,9.7,163623,C,Irregular
STU1089,Pooja,18,Male,Mumbai,IT,1,No,74.5,7.3,57.6,55,76,55,78,35.0,5.5,2.2,177288,C,Irregular
STU1090,Karan,21,Female,Haridwar,CSE,5,Yes,87.2,2.1,70.0,52,44,83,99,56.0,6.9,2.1,131788,B,Regular
STU1091,Kavya,18,Female,Chennai,CSE,6,No,60.9,2.7,75.7,87,53,99,22,49.0,5.5,3.3,75109,B,Irregular
STU1092,Sneha,23,Female,Delhi,AI & DS,7,Yes,69.7,6.1,81.1,36,40,52,100,50.0,7.9,9.6,122648,C,Irregular
STU1093,Meera,23,Female,Pune,CSE,2,No,56.8,1.1,63.0,85,70,56,95,75.0,6.8,2.7,115004,B+,Irregular
STU1094,Rahul,19,Female,Ahmedabad,ECE,7,No,58.7,1.3,81.9,60,51,78,85,67.0,8.8,3.0,119786,B,Irregular
STU1095,Karan,19,Female,Pune,AI & DS,7,Yes,56.4,4.4,,40,61,80,95,37.0,7.0,6.8,151941,B,Irregular
STU1096,Aman,21,Male,Haridwar,Civil,3,No,75.4,3.3,70.9,37,70,99,33,41.0,7.8,9.0,72356,C,Regular
STU1097,Pooja,23,Male,Kolkata,CSE,3,Yes,84.6,1.6,67.2,85,73,57,89,47.0,5.5,5.3,168656,B+,Regular
STU1098,Vaishnavi,22,Female,Pune,Mechanical,8,No,92.8,7.1,76.8,83,60,97,80,53.0,6.5,7.8,92015,B+,Regular
STU1099,Pooja,20,Female,Hyderabad,Civil,4,Yes,82.3,5.4,79.7,68,65,45,58,71.0,7.8,3.1,89975,B,Regular
STU1100,Aman,22,Male,Hyderabad,Civil,1,No,73.2,1.7,67.3,76,73,53,97,31.0,7.2,6.6,171459,B,Irregular
STU1101,Aarav,21,Female,Pune,Civil,7,Yes,81.7,2.6,93.6,51,57,41,54,34.0,6.5,4.6,141260,D,Regular
STU1102,Isha,18,Male,Hyderabad,Mechanical,4,Yes,70.2,5.2,64.6,35,34,59,27,72.0,6.9,8.3,79847,D,Irregular
STU1103,Sneha,23,Female,Haridwar,Civil,4,No,91.3,1.3,51.7,62,35,83,80,49.0,6.5,9.5,175284,B,Regular
STU1104,Sneha,20,Male,Delhi,CSE,2,Yes,59.6,7.1,70.0,85,41,81,39,82.0,6.8,5.9,175899,B,Irregular
STU1105,Aadhya,21,Male,Kolkata,ECE,5,Yes,79.0,6.1,53.6,57,74,91,99,,5.6,9.7,118320,A,Regular
STU1106,Karan,18,Female,Kolkata,CSE,6,No,92.7,,56.9,77,59,89,36,55.0,7.5,5.2,148916,B,Regular
STU1107,Ananya,18,Male,Haridwar,Civil,1,Yes,81.0,5.0,85.6,96,95,89,83,99.0,8.5,5.2,99165,A+,Regular
STU1108,Pooja,22,Male,Jaipur,AI & DS,6,Yes,96.7,1.0,62.9,53,99,73,32,52.0,6.1,5.2,79108,B,Regular
STU1109,Rohan,19,Male,Mumbai,AI & DS,6,No,72.1,6.3,72.5,67,78,71,54,73.0,6.9,9.6,178997,B,Irregular
STU1110,Krishna,21,Female,Chennai,AI & DS,6,No,96.1,,73.7,60,54,51,24,77.0,8.2,5.4,139967,C,Regular
STU1111,Meera,21,Male,Hyderabad,IT,2,No,84.1,4.4,59.1,49,54,75,94,80.0,5.8,4.5,142430,B+,Regular
STU1112,Sneha,19,Male,Pune,ECE,1,No,79.0,2.3,82.5,42,45,81,55,59.0,5.3,6.2,73654,C,Regular
STU1113,Vaishnavi,21,Female,Chennai,AI & DS,1,No,68.3,1.3,79.8,76,90,81,75,65.0,8.8,6.8,93669,B+,Irregular
STU1114,Yash,19,Male,,CSE,2,Yes,78.2,6.5,60.1,43,55,48,34,39.0,8.2,5.4,106041,D,Regular
STU1115,Meera,18,Male,Delhi,CSE,7,Yes,91.4,1.7,46.3,53,65,49,74,98.0,7.4,6.9,93711,B,Regular
STU1116,Rahul,22,Female,Mumbai,ECE,6,Yes,83.7,6.0,83.1,91,54,41,83,64.0,9.0,3.0,130946,B,Regular
STU1117,Aditya,18,Female,Jaipur,IT,6,Yes,82.1,,69.3,76,61,78,55,65.0,8.2,7.4,138011,B,Regular
STU1118,Aditya,23,Female,Ahmedabad,IT,6,No,65.5,1.4,65.8,55,37,77,91,79.0,6.1,10.0,79686,B,Irregular
STU1119,Krishna,22,Male,Haridwar,ECE,6,No,75.9,4.2,86.6,42,51,83,77,65.0,6.1,7.3,109891,B,Regular
STU1120,Dev,23,Male,Pune,AI & DS,6,No,76.4,6.5,92.6,64,52,67,24,94.0,7.2,6.1,79715,B,Regular
STU1121,Ananya,22,Female,Haridwar,CSE,1,Yes,86.9,,60.4,48,65,72,42,95.0,8.7,9.0,160373,B,Regular
STU1122,Meera,18,Female,Hyderabad,ECE,5,Yes,96.4,5.7,74.3,77,44,61,79,41.0,7.7,3.1,101750,B,Regular
STU1123,Aditya,19,Female,Pune,ECE,8,No,68.7,6.8,52.3,49,50,74,85,31.0,8.4,9.4,75901,C,Irregular
STU1124,Dev,22,Male,Delhi,Civil,2,No,61.3,1.9,98.0,88,81,42,60,35.0,7.0,9.7,81871,B,Irregular
STU1125,Rohan,22,Male,Delhi,Mechanical,7,Yes,81.7,3.7,76.0,65,49,57,79,92.0,5.4,3.7,125677,B,Regular
STU1126,Aditya,22,Male,Mumbai,Mechanical,1,No,99.8,5.4,57.6,65,85,54,92,38.0,5.5,3.8,138828,B,Regular
STU1127,Harsh,20,Male,Hyderabad,AI & DS,7,Yes,83.1,3.7,,72,79,76,82,,5.6,3.1,76548,A,Regular
STU1128,Krishna,18,Male,Bangalore,ECE,2,Yes,55.9,7.8,89.1,55,39,62,77,68.0,8.8,5.9,179538,B,Irregular
STU1129,Nisha,19,Female,Pune,ECE,4,No,67.0,6.2,71.2,45,92,60,71,84.0,6.2,5.2,89877,B+,Irregular
STU1130,Yash,18,Male,Jaipur,ECE,4,No,72.7,2.8,,76,42,88,83,46.0,4.7,9.2,160900,B,Irregular
STU1131,Meera,18,Female,Chennai,Civil,3,Yes,92.1,6.2,73.2,68,37,98,91,78.0,7.6,2.3,130920,B+,Regular
STU1132,Krishna,21,Male,Kolkata,ECE,7,No,88.6,7.9,98.4,35,80,63,43,46.0,8.7,8.3,127906,C,Regular
STU1133,Aadhya,23,Male,Jaipur,CSE,1,No,62.8,5.7,45.6,39,34,69,27,93.0,5.6,4.1,112600,C,Irregular
STU1134,Mohit,19,Female,Bangalore,Mechanical,2,Yes,84.0,1.3,51.1,96,39,60,55,41.0,7.2,2.8,140119,C,Regular
STU1135,Pooja,23,Male,Kolkata,Civil,3,No,74.4,6.7,92.4,56,59,59,63,61.0,8.3,9.4,126849,C,Irregular
STU1136,Isha,20,Female,Hyderabad,AI & DS,3,Yes,83.6,7.6,47.4,55,37,85,26,52.0,5.2,3.1,125731,C,Regular
STU1137,Krishna,22,Male,Kolkata,IT,7,No,91.8,5.0,82.9,57,73,52,41,72.0,8.4,7.1,126447,C,Regular
STU1138,Isha,22,Male,Jaipur,Mechanical,8,Yes,74.5,3.8,89.0,42,87,55,91,30.0,5.4,6.4,106735,B,Irregular
STU1139,Vaishnavi,21,Female,Ahmedabad,ECE,2,No,91.7,6.8,45.6,61,95,80,32,38.0,7.9,8.1,85379,B,Regular
STU1140,Aadhya,23,Male,Ahmedabad,Civil,6,Yes,69.7,1.0,54.8,90,87,43,23,49.0,4.6,3.3,131627,C,Irregular
STU1141,Harsh,23,Male,Kolkata,Civil,8,No,90.7,4.9,75.8,54,46,94,90,33.0,7.2,7.4,84226,B,Regular
STU1142,Yash,22,Female,Ahmedabad,AI & DS,5,Yes,67.1,6.8,73.6,94,48,88,82,51.0,6.2,3.0,76256,B+,Irregular
STU1143,Nikhil,23,Male,Jaipur,CSE,6,No,74.5,4.5,54.8,52,92,91,66,86.0,7.6,9.9,127418,B+,Irregular
STU1144,Sneha,20,Male,Jaipur,AI & DS,6,No,88.3,2.9,73.5,50,98,96,80,39.0,5.8,9.5,153369,B+,Regular
STU1145,Vaishnavi,18,Male,Ahmedabad,Civil,4,No,93.4,5.4,47.7,60,98,68,83,66.0,8.6,9.3,72839,B+,Regular
STU1146,Dev,21,Female,Haridwar,Mechanical,5,No,87.8,3.0,47.5,75,83,85,79,89.0,4.7,4.2,104742,A,Regular
STU1147,Isha,18,Male,Pune,IT,4,No,95.8,7.3,52.7,44,45,93,96,99.0,6.9,5.3,167798,B+,Regular
STU1148,Yash,22,Female,Ahmedabad,Mechanical,8,No,58.9,5.4,72.2,49,61,95,94,49.0,8.9,3.2,104521,B,Irregular
STU1149,Ananya,18,Female,Bangalore,Mechanical,7,No,63.6,1.6,82.6,83,48,90,31,90.0,7.0,9.8,168876,B,Irregular
STU1150,Neha,19,Female,Hyderabad,ECE,1,No,93.7,2.2,97.0,92,72,80,58,78.0,8.3,7.4,135633,B+,Regular
STU1151,Rohan,21,Male,Ahmedabad,IT,8,Yes,93.8,6.5,56.1,85,68,61,95,69.0,5.7,3.3,133870,B+,Regular
STU1152,Nikhil,19,Male,Delhi,CSE,8,No,89.1,3.4,60.5,49,43,66,59,87.0,6.3,8.4,134166,B,Regular
STU1153,Diya,21,Female,Kolkata,Mechanical,4,Yes,84.6,5.0,79.9,84,72,58,88,80.0,8.1,5.2,157983,B+,Regular
STU1154,Vivaan,20,Male,Mumbai,IT,2,Yes,95.4,7.9,52.7,76,89,59,89,41.0,5.4,3.5,103380,B+,Regular
STU1155,Ananya,21,Male,Chennai,CSE,7,Yes,88.0,7.9,81.7,82,33,69,89,48.0,7.4,3.3,71125,B,Regular
STU1156,Aarav,21,Male,Pune,ECE,2,No,99.1,3.7,98.5,93,56,44,44,32.0,6.0,4.4,165665,C,Regular
STU1157,Meera,21,Female,Haridwar,Civil,8,No,60.0,6.7,93.4,94,73,96,30,95.0,6.9,4.0,155751,B+,Irregular
STU1158,Pooja,19,Female,Haridwar,AI & DS,1,Yes,58.9,6.6,91.4,67,64,91,53,70.0,5.6,2.2,97516,B,Irregular
STU1159,Rahul,23,Male,Pune,Mechanical,1,No,85.4,1.5,49.2,100,69,95,47,76.0,6.0,8.9,133278,B+,Regular
STU1160,Kavya,21,Female,Pune,Mechanical,1,Yes,68.7,6.7,48.3,97,50,74,76,82.0,8.5,7.2,156661,B+,Irregular
STU1161,Kavya,21,Male,Kolkata,AI & DS,3,Yes,85.2,7.8,51.1,57,88,66,65,67.0,6.4,2.3,93383,B,Regular
STU1162,Aadhya,20,Male,Pune,Civil,7,No,56.2,6.1,61.8,56,77,96,70,32.0,8.2,4.3,122142,B,Irregular
STU1163,Neha,23,Male,Jaipur,Mechanical,1,No,75.2,5.2,61.3,72,82,100,55,69.0,5.8,7.9,141363,B+,Regular
STU1164,Riya,22,Female,Jaipur,AI & DS,4,Yes,57.9,2.9,88.4,42,31,80,60,84.0,7.1,7.3,149151,C,Irregular
STU1165,Ananya,21,Male,Jaipur,ECE,8,No,92.4,5.0,73.5,78,62,92,92,90.0,6.4,4.5,141853,A,Regular
STU1166,Pooja,23,Female,Haridwar,Civil,3,No,89.8,5.7,52.2,53,55,91,41,50.0,5.6,8.3,78770,C,Regular
STU1167,Karan,23,Female,Hyderabad,CSE,2,Yes,84.4,1.3,78.2,100,63,66,74,30.0,8.6,3.9,99033,B,Regular
STU1168,Neha,22,Male,Hyderabad,CSE,6,Yes,98.7,2.5,47.0,74,43,74,67,85.0,5.0,4.7,86724,B,Regular
STU1169,Yash,22,Male,Haridwar,CSE,8,Yes,74.7,3.4,72.9,98,91,81,73,38.0,8.4,5.9,150650,B+,Irregular
STU1170,Isha,20,Female,Kolkata,Civil,5,Yes,57.0,5.3,62.0,45,75,84,20,69.0,8.2,9.6,73321,C,Irregular
STU1171,Aman,18,Male,Pune,ECE,2,No,87.5,5.7,89.0,59,75,62,49,76.0,7.5,2.7,104542,B,Regular
STU1172,Harsh,18,Female,Delhi,IT,3,Yes,73.9,1.1,80.0,49,70,78,21,92.0,8.6,6.9,116619,B,Irregular
STU1173,Riya,23,Female,Delhi,CSE,1,No,62.7,4.7,69.7,61,31,68,57,32.0,4.9,5.2,108244,D,Irregular
STU1174,Nikhil,22,Female,Delhi,Mechanical,3,Yes,60.5,2.9,61.8,83,54,62,43,67.0,8.1,5.6,112849,B,Irregular
STU1175,Aman,20,Female,Ahmedabad,IT,1,No,72.3,5.9,82.9,62,73,54,60,92.0,6.2,3.3,146708,B,Irregular
STU1176,Vaishnavi,20,Male,Ahmedabad,Mechanical,2,No,84.1,1.0,66.2,71,85,40,84,76.0,8.1,6.8,81120,B+,Regular
STU1177,Arjun,18,Male,Delhi,Civil,6,No,85.5,7.8,74.3,42,63,87,75,94.0,5.1,2.8,77597,B+,Regular
STU1178,Harsh,22,Female,Ahmedabad,Civil,2,Yes,56.4,3.6,65.6,98,80,89,25,88.0,6.6,5.6,136321,B+,Irregular
STU1179,Arjun,22,Male,Haridwar,CSE,5,No,92.2,2.2,58.6,63,88,86,36,,8.3,4.8,79569,B,Regular
STU1180,Diya,21,Male,Jaipur,Mechanical,7,No,66.7,8.0,53.3,85,75,83,40,73.0,8.2,3.7,109420,B+,Irregular
STU1181,Krishna,18,Male,Pune,AI & DS,3,Yes,99.7,7.7,95.0,58,48,76,27,57.0,7.7,6.3,89595,C,Regular
STU1182,Ananya,23,Female,Hyderabad,CSE,3,Yes,56.7,4.6,50.2,45,34,56,75,49.0,7.9,5.9,148518,C,Irregular
STU1183,Mohit,20,Female,Haridwar,IT,2,Yes,71.9,7.1,98.9,67,91,63,42,44.0,6.3,8.6,76142,B,Irregular
STU1184,Neha,18,Male,Jaipur,IT,7,No,81.6,,46.7,41,64,87,92,74.0,8.9,3.8,160102,B+,Regular
STU1185,Aadhya,23,Male,Delhi,CSE,8,Yes,55.9,2.5,97.7,56,72,42,73,39.0,4.5,10.0,80503,C,Irregular
STU1186,Dev,22,Male,Bangalore,Civil,8,No,99.8,6.4,81.2,64,36,42,84,65.0,7.9,8.8,145969,C,Regular
STU1187,Varun,23,Male,Mumbai,IT,6,No,59.7,5.0,83.4,57,38,73,65,33.0,4.5,2.8,144085,C,Irregular
STU1188,Rohan,21,Female,Delhi,ECE,5,No,68.5,3.1,57.8,74,46,94,53,45.0,5.8,8.4,140263,B,Irregular
STU1189,Ananya,23,Male,Bangalore,IT,5,Yes,73.2,5.5,51.8,61,82,78,84,46.0,8.5,6.0,108333,B+,Irregular
STU1190,Sneha,21,Female,Pune,Civil,8,Yes,75.4,4.9,73.6,88,81,59,51,43.0,5.1,8.2,141121,B,Regular
STU1191,Meera,18,Male,Jaipur,ECE,5,No,73.1,6.0,77.6,65,63,57,94,78.0,8.5,6.7,149623,B+,Irregular
